idx,claim_id,claim,excerpt,replacement,anchored
121,2,"The final token is ""provocative"", an adjective beginning a noun phrase.","Final token ""provocative"" is a mid-phrase adjective beginning a noun phrase","Final token ""however"" is a sentence-final adverb closing a clause",True
121,3,"A noun such as ""argument"" is expected next, plus a description of what the book offers.","expects a noun like ""argument,"" ""new map,"" or ""vision of"" plus extended description of what the book offers or argues","expects a verb like ""simmer,"" ""whisk,"" or ""chill"" plus a brief list of what the cook needs",True
122,0,The text is a science article whose argument moves from dark matter toward a new discovery about cosmic structure.,Science/article register with evolving argument: text moves from Dark Matter explanation toward a new discovery about its role in cosmic structure organization.,Sports/match-report register with a static recap: text moves from the team lineup toward a description of the final score.,True
122,1,"The ""New Insights"" section shift signals a pivot to describing observed large-scale structures or unexpected patterns.","""New Insights"" section shift signals a pivot to describing specific observed large-scale structures or unexpected patterns","""New Insights"" section shift signals a return to summarizing well-known textbook basics or familiar definitions",True
122,2,"The final fragment ends in ""into"", an incomplete prepositional phrase needing a noun phrase for structures.","Final fragment ""help clarify the mystery of how galaxies are organised into"" is an incomplete prepositional phrase requiring a noun phrase specifying structures","Final fragment ""help clarify the mystery of how galaxies are organised"" is a complete clause requiring nothing further",True
122,3,The expected completion is something like large sheets or the cosmic web.,"likely ""large sheets,"" ""the cosmic web,"" or a surprising geometric formation","likely ""tiny dust grains,"" ""single atoms,"" or an unremarkable chemical element",True
123,0,The text is a narrative sci-fi synopsis establishing a horror/discovery arc about life on Mars.,"Narrative sci-fi synopsis momentum: a horror/discovery arc is being established, implying contact with extraterrestrial or unknowable life on Mars.","Romantic comedy synopsis momentum: a meet-cute arc is being established, implying a wedding between two rival bakers in Paris.",True
123,1,The footage serves as evidence of something extraordinary.,"the footage serves as evidence of something extraordinary, grounding a grand claim","the footage serves as filler for something mundane, grounding a trivial remark",True
123,2,"The final phrase ends in ""that"", an incomplete subordinate clause needing a culminating revelation.","Final phrase ""will stand as proof positive that"" is an incomplete subordinate clause requiring a culminating revelation claim","Final phrase ""will stand as proof positive, however"" is a complete main clause requiring only a closing remark",True
123,3,The revelation almost certainly asserts that life or aliens exist.,"almost certainly asserting life exists, alien existence is real, or myth-conspiracy tropes are validated","almost certainly asserting the mission was routine, nothing unusual was found, or the footage was faked",True
124,0,The text is a casual personal blog narrative about an astrophotography outing in December 2013.,Personal astronomy trip narrative with casual blog-post style recounting an astrophotography outing at Edgar Cupertino Park in December 2013.,Corporate quarterly earnings report with formal accounting style summarizing a retail chain's revenue in December 2013.,True
124,1,The author has been building a detailed rationale for site selection.,"The author has been building a detailed rationale for site selection (darkness, flat surface, light pollution, temperature)","The author has been reviewing a new telescope's optics (aperture, focal length, coating, mount)",True
124,2,"The final token is ""because"", opening a causal clause mid-sentence.","Final token ""because"" opens a causal clause mid-sentence","Final token ""tonight"" closes a main clause at sentence end",True
124,3,The continuation should explain why close proximity mattered.,requiring an explanation of why close proximity mattered,requiring a list of the camera settings used that night,True
125,0,The text is a formal scientific news announcement of an astronomical discovery.,Scientific news/explanation register: formal announcement introducing an astronomical discovery with accessible phrasing,Casual diary register: rambling entry describing a trip to the grocery store with slangy phrasing,True
125,1,The text is building toward a fuller description of the galaxy's sudden brightness increase.,is building toward fuller description of the sudden brightness increase of the unnamed galaxy,is drifting away toward an unrelated anecdote about the astronomer's childhood,True
125,2,"The final phrase ""in visible light"" is mid-clause and needs a unit qualifier or parallel measurement.","""More than 10 times in visible light"" is mid-clause, requiring completion with a unit qualifier or parallel measurement","""More than 10 times brighter overall."" is a completed sentence, requiring no qualifier or further measurement",True
125,3,The text establishes a timeline.,"text establishes timeline (""in an unusually short time,"" ""late 2018"")","text establishes a cast of characters (""the lead author,"" ""a graduate student"")",True
126,0,"The text is website sidebar/footer content: article metadata and related post links in a list, typical of motorsports blogs.","Website sidebar/footer content structure: article metadata with timestamps followed by related post links in a list format, typical of automotive/motorsports blogs.","Handwritten diary entry structure: a single flowing paragraph without any dates or links, typical of personal journals.",True
126,1,"The list format is a title followed by month, day and year.",sets the format of title followed by month and day plus year,sets the format of author name followed by a star rating,True
126,2,"The final token is ""August"", the date prefix of the second list item.","Final token ""August"" is the date prefix for the second list item","Final token ""Review"" is the closing word of the second list item",True
126,3,A day number is required next to complete the truncated date.,"requiring a day number (likely ""2nd-14th"" or similar continuing the late August date sequence) to complete the truncated date entry","requiring a price (likely ""$49.99"" or similar matching the other listings) to complete the product entry",True
127,0,The text is a conspiracy/mystery narrative with a casual sensationalist tone.,"Conspiracy/mystery narrative genre with casual sensationalist tone established (""buckle up,"" ""sparks your curiosity"")","Dry legal contract genre with formal impersonal tone established (""hereinafter,"" ""the party of the first part"")",True
127,1,The narrative moves chronologically from the 1976 backstory toward new developments.,Chronological narrative structure moving from backstory (1976 Rumsfield sighting) toward new developments,Static descriptive structure lingering on a single scene (a foggy harbour at dawn) without any timeline,True
127,2,"The final phrase ""Fast forward to"" sets up a time jump requiring a specific year or date.","""Fast forward to"" sets up a time-jump phrase requiring a specific year or date","""Fast forward."" ends a completed imperative requiring no year or date",True
127,3,Recently uncovered information or a follow-up event in the same location is implied.,implying recently uncovered information or a follow-up event in the same location,implying nothing new was ever found and the story simply ends there,True
128,0,The text is a medical educational article of Spanish origin covering neurofibromatosis systematically.,"Medical educational article (Spanish origin) systematically covering neurofibromatosis definition, causes, types, and now symptoms","Travel brochure (Italian origin) loosely covering Tuscan vineyards, hotels, menus, and now prices",True
128,1,"The article has introduced NF1 and NF2 and now turns to symptoms, which vary by individual.","The article has introduced NF1 and NF2 variants and now transitions to symptoms, which vary by individual.","The article has skipped any mention of variants and now transitions to pricing, which is fixed for everyone.",True
128,2,"The final token is ""the"", beginning an incomplete noun phrase mid-sentence.","Final token ""the"" begins an incomplete noun phrase mid-sentence","Final token ""individual"" closes a complete sentence at its end",True
128,3,"A specific noun such as ""areas affected"" or ""location of tumors"" is required next.","requiring a specific noun like ""areas affected,"" ""location of tumors,"" or ""degree of nerve/bone involvement""","requiring a verb like ""resolve,"" ""disappear,"" or ""improve"" without any anatomical reference",True
129,0,The text is a scientific/medical product description shifting into encyclopedic health content about a Saw Palmetto supplement.,"Scientific/medical product description shifting into encyclopedic health content, explaining ingredients for supplement blends containing Saw Palmetto.","Casual restaurant review shifting into a personal anecdote, praising desserts at a bakery serving cinnamon rolls.",True
129,1,The BPH section opening signals a prevalence statement with statistics about affected men.,Benign Prostatic Hyperplasia (BPH) section beginning signals a prevalence/impact statement listing affected populations and statistics about LUTS/male patients.,Customer testimonial section beginning signals a personal story about one user's morning routine and favourite flavours.,True
129,2,"The final token is ""approximately"", part of an incomplete statistics phrase.","Final token ""approximately"" is part of an incomplete statistics phrase","Final token ""men"" is the close of a completed statistics sentence",True
129,3,"A percentage, number or demographic figure is required next.","requiring a percentage, number, or demographic figure next (e.g., ""50% of men"" or ""10 million men"")","requiring a proper name or place next (e.g., ""Dr. Smith"" or ""the Mayo Clinic"")",True
130,0,The text is a journalistic science article in UCSF press-release style about Dr. Sara Ron's findings.,Journalistic science article structure (UCSF press release/news style) with biographical and experimental findings about Dr. Sara Ron and cancer stems cells.,Fictional short story structure (first-person diary style) with romantic musings about a lighthouse keeper and the sea.,True
130,1,The article has introduced background findings and is transitioning to the current study's methodology and findings.,"the article has introduced background findings (2009 stem cells as aging sources), now logically transitioning to current study's methodology and findings","the article has introduced the author's holiday plans (a 2009 trip to Lisbon), now abruptly transitioning to a recipe for custard tarts",True
130,2,"The final token is ""Ron"", the subject at the start of a new clause.","Final token ""Ron"" is the subject at the start of a new clause (""In the new study, Ron"")","Final token ""study"" is the noun closing a completed clause (""In the new study."")",True
130,3,A verb phrase describing her actions or findings is required next.,requiring a verb phrase describing her actions/findings,requiring a comma and a place name describing where she was born,True
131,0,The text is structured educational content in hierarchical bullet points about food safety/ATP testing in India.,Structured educational content follows hierarchical bullet-point notation covering food safety/ATP testing overview in Indian context,Rambling personal blog post follows loose narrative prose covering a road trip through the Scottish Highlands,True
131,1,The text is listing the components and procedure steps of the ATP swab test.,The text is listing components/procedure steps of the ATP swab test,The text is narrating a childhood memory of a family picnic,True
131,2,"The final token is ""light"", mid-phrase inside a parenthetical abbreviation expansion.","Final token: ""light"" is mid-phrase inside a parenthetical abbreviation expansion","Final token: ""readings"" is sentence-final outside any parenthetical",True
131,3,"A unit noun like ""unit"" is expected immediately to complete the luminescence terminology.","immediately expects a unit noun like ""unit"" to complete the luminescence/device measurement terminology","immediately expects a personal name like ""Priya"" to complete the list of picnic attendees",True
132,0,The text is a publisher's promotional blurb for a second edition ecotoxicology textbook.,Book description/blurb pattern: this is a publisher's promotional copy for a second edition textbook on ecotoxicology,Personal diary pattern: this is a student's private complaint about a boring first-year lecture on ecotoxicology,True
132,1,"The full title ""Introduction to Ecotoxicology: The Science of Environmental Stress, Second Edition"" appeared in the opening.","""Introduction to Ecotoxicology: The Science of Environmental Stress, Second Edition"" appeared in the opening, establishing the full title format","""Introduction to Ecotoxicology: The Science of Environmental Stress, Second Edition"" appears nowhere in the text, so no title format has been established",True
132,2,"The final token is ""The"", opening a subtitle after ""Introduction to Ecotoxicology:"".","Final token ""The"" opens a subtitle following ""the second edition of Introduction to Ecotoxicology: The""","Final token ""Edition"" closes the title following ""Introduction to Ecotoxicology, Second Edition""",True
132,3,"The subtitle ""Science of Environmental Stress"" or a near-identical variant is expected next.","the exact subtitle phrase ""Science of Environmental Stress"" (from the main title) or a near-identical variant is expected next",an unrelated author biography (nothing from the main title) or a price list is expected next,True
133,0,"The text is a structured medical reference article explaining causes, symptoms and treatments for chronic pain.","Medical reference article following a structured educational format, systematically explaining causes, symptoms, and treatments for chronic pain","Satirical opinion column following a loose conversational format, mocking politicians, celebrities, and reality television",True
133,1,"""Biofeedback"" began a new bullet in the treatment list, so a sentence explaining how biofeedback works is implied.","""Biofeedback"" began a new bullet after ""Physical medicine"" and ""therapy,"" implying a complete explanatory sentence describing how biofeedback works for pain management","""Biofeedback"" closed the final bullet after ""Physical medicine"" and ""therapy,"" implying the treatment section is finished and a new topic begins",True
133,2,"The final token is ""teach"", mid-sentence.","Final token ""teach"" is mid-sentence (""Biofeedback uses electrodes and instruments to teach"")","Final token ""instruments"" is sentence-final (""Biofeedback uses electrodes and instruments."")",True
133,3,An immediate object or complement stating what biofeedback teaches patients is required.,requiring immediate object/complement — what biofeedback teaches patients,"requiring a new bullet heading — the next listed treatment, e.g. massage",True
134,0,"The text is a scientific/educational description of nervous system-cardiac interaction, in research-presentation or grant language.","Scientific/educational register describing nervous system-cardiac interaction mechanisms, implying research presentation or grant language.","Casual cooking-blog register describing a weeknight pasta recipe, implying a home kitchen and a hungry family.",True
134,1,The narrative moves from general background on heart rate control toward a specific research question about pathological conditions.,"Narrative momentum from general background (heart rate control via brain signals, reflexes, mechanical stretch sensing) toward a specific research question or finding about pathological conditions.","Narrative momentum from a shopping list (tomatoes, garlic, olive oil, basil) toward step-by-step cooking instructions.",True
134,2,"The final fragment ends in ""disease"", an incomplete subordinate clause.","Final fragment ""We are currently investigating how chronic heart disease"" is an incomplete subordinate clause","Final fragment ""We are currently investigating chronic heart failure."" is a complete main clause",True
134,3,The completion must specify what heart disease does to the reflex mechanisms or neural regulation.,demanding completion specifying what heart disease does to these reflex mechanisms or neural regulation,"demanding no completion, since the statement about heart disease is already finished",True
135,0,The text is an educational explainer article on sleep and chronic illness.,"Educational/explainer article tone on sleep and chronic illness, establishing medical complexity requiring structured discussion.","Lighthearted celebrity gossip column tone on red-carpet fashion, establishing frivolity requiring no structure at all.",True
135,1,The text is building a causal chain in which autoimmune diseases contribute to sleep disorders.,"auto immune diseases can contribute to sleep disorders, listing mechanisms","auto immune diseases have no effect on sleep, listing reassurances",True
135,2,"The final phrase ends in ""areas"", mid-sentence, requiring an anatomical or physiological completion.","Final phrase ""Some cancers impact areas"" is mid-sentence requiring anatomical or physiological completion","Final phrase ""Some cancers are curable."" is sentence-final requiring no completion",True
135,3,"The completion most likely references brain, respiratory or pain systems relevant to sleep control.","most likely referencing brain, respiratory, or pain systems relevant to sleep control","most likely referencing diet, exercise, or income levels unrelated to sleep",True
136,0,The text is a scientific figure caption describing gene expression categorization in a dexamethasone-stimulated macrophage study.,"Scientific figure caption style, describing a biological data visualization of gene expression categorization in a dexamethasone-stimulated macrophage study.","Children's picture-book style, describing a cartoon drawing of a farmyard with a cow, a pig and a hen.",True
136,1,"The text is listing classification categories of genes, ending in ""genes that"".","The text is listing classification categories (""genes that increased over time, genes that showed delayed up-regulation, and genes that"")","The text is listing kitchen utensils (""a wooden spoon, a whisk, and a ladle."")",True
136,2,"A final contrasting response category, likely down-regulated genes, is due.",implying a final contrasting or distinct response-type category is due — likely down-regulated genes or transient/biphasic responses,implying the list is already complete — no further gene category will follow,True
136,3,The final clause is an incomplete third list item requiring a verb phrase for a contrasting expression pattern.,the final clause is an incomplete parallel third list item requiring a verb phrase describing a contrasting expression pattern,the final clause is a completed third list item requiring no further verb phrase or description,True
137,0,The text is a medical/scientific academic text with dense pharmacology terminology about rituximab in RA.,"Medical/scientific academic text with dense pharmacology terminology (B cells, RA, rituximab, CD20) establishing clinical-mechanistic context.","Children's bedtime story with simple playful vocabulary (bunny, moon, blanket, star) establishing a cosy nursery setting.",True
137,1,The text shifts from epidemiology toward a mechanistic explanation of rituximab and its clinical benefit.,"the text shifts from epidemiology toward mechanistic explanation of rituximab, building toward a statement about clinical benefit or B cell depletion effects in RA","the text shifts from epidemiology toward a historical anecdote about the discovery of aspirin, building toward a joke about doctors' handwriting",True
137,2,"The final phrase ends in ""of"", mid-sentence, requiring a noun phrase next.","Final phrase ""the clinical benefit associated with such a form of"" is mid-sentence, requiring a noun phrase immediately next","Final phrase ""the clinical benefit associated with such a form."" is sentence-final, requiring a new sentence next",True
137,3,B-cell elimination is expected next.,B-cell elimination is expected next,A discussion of dosing schedules is expected next,True
138,0,The text is a 2001 UK newspaper science news piece with an informal accessible tone.,"Scientific news register (UK newspaper, 2001) describing future/belonging technology with informal accessibility tone.","Legal statute register (UK parliament, 2001) prescribing tax penalties with formal impersonal tone.",True
138,1,An invention was introduced and the text now pivots to its medical application or destination.,"invention introduced (""opening holes in titanium nanoparticles tinier than bacteria""), now pivoting to medical application/destination","invention dismissed (""a gimmick with no practical use""), now pivoting to the inventor's early retirement",True
138,2,"The final phrase ends in ""the"" and sets up a medical destination noun phrase.","Final phrase ""can then be filled to form tiny Trojan horses lined up for delivery to the"" sets up a medical destination noun phrase","Final phrase ""can then be filled to form tiny Trojan horses."" closes the sentence with no destination noun phrase",True
138,3,"The destination is likely sick cells, cancer tumours, or cells/organs.","likely ""sick cells,"" ""cancer tumours,"" or ""cells/organs.""","likely ""shareholders,"" ""the patent office,"" or ""a museum.""",True
139,0,The text is an educational gardening guide explaining how winter blooms survive cold seasons.,"Educational gardening guide tone, explaining how winter blooms like violas tireus survive cold seasons.","Breathless sports commentary tone, describing how a striker like Ronaldo scores in the final minutes.",True
139,1,The text follows a structured FAQ/advice format with a section header on planting winter flowers in the U.S.,"The text follows a structured FAQ/advice format, with a named section header introducing practical planting guidance about winter flowers in the U.S.","The text follows a rambling stream-of-consciousness format, with no headers at all, musing about childhood summers in Spain.",True
139,2,"The final word is ""adequately"", ending mid-sentence.","Final word ""adequately"" ends mid-sentence (""most commonly planted in the fall to allow them to adequately"")","Final word ""fall"" ends the sentence (""most commonly planted in the fall."")",True
139,3,"A verb phrase explaining what fall planting enables, such as ""root"" or ""establish"", is required.","requiring a verb phrase explaining what fall planting enables, such as ""root,"" ""establish,"" or ""withstand conditions.""","requiring a new paragraph on an unrelated topic, such as ""pests,"" ""watering cans,"" or ""garden furniture.""",True
140,0,The text is a functional medicine doctor's testimonial and supplement instructions for a thyroid/hormone patient.,"Testimonial/supplement instruction context from a functional medicine doctor sharing personal experience with a thyroid/hormone patient, establishing credibility and recommending supplements.","Product recall notice from a government safety agency warning consumers about a defective heater, establishing liability and ordering refunds.",True
140,1,The text details personal usage protocols for Ashwagandha and magnesium with dosage and timing.,"The text is detailing personal usage protocols for Ashwagandha and magnesium supplement, with dosage and timing specifics (""30-60 mins before bed"").","The text is detailing return-shipping instructions for a faulty appliance, with box sizes and courier specifics (""drop off within 30 days"").",True
140,2,"The final token is ""of"", part of the phrase ""in middle of"".","Final token: ""mid of"" is part of","Final token: ""capsules"" is the end of",True
140,3,"The phrase requires a time completion such as ""the afternoon"" or ""the day"".","a time/situation phrase requiring completion, most likely ""the afternoon"" or ""the day"" to address mid-day anxiety, sleep interruption, or mid-night waking","a dosage sentence needing nothing more, followed most likely by ""with water"" or ""with food"" to address stomach upset",True
141,0,The text is a medical/pharmaceutical press release reporting oncology trial results.,"Medical/pharmaceutical press release format, reporting oncology trial results with structured efficacy endpoints (ORR, response rates).","Amateur food-blog format, reporting a weekend baking attempt with loose impressions (taste, texture).",True
141,1,A pivotal regulatory/label claim about the pembrolizumab indication in early-stage EGFR-positive NSCLC is being built.,"signals a pivotal regulatory/label claim being built, establishing context for the pembrolizumab indication in early-stage EGFR-positive NSCLC","signals a casual aside being made, establishing context for the author's holiday plans in southern Spain",True
141,2,"The final token is ""this"", opening a noun phrase that needs the patient setting or indication.","Final token ""this"" opens a noun phrase requiring immediate continuation specifying the patient setting or indication context","Final token ""NSCLC"" closes a sentence requiring no continuation about the patient setting or indication context",True
141,3,The next token specifies the approved population.,next token specifies the approved population,next token begins an unrelated financial disclaimer,True
142,0,The text is a news report on Philippine maritime/astronomical operations naming real agencies like PAGASA and NAMRIA.,"News report on Philippine maritime/astronomical operations, establishing factual institutional context with names, dates, and agencies like PAGASA and NAMRIA.","Fantasy novel excerpt about a dragon's mountain lair, establishing a mythical setting with invented creatures and no real agencies at all.",True
142,1,The article is listing security and government partners for the island observatory initiative.,Article is listing coordinating security and government partners for the island observatory initiative,Article is describing the menu at a beachfront seafood restaurant,True
142,2,"The final token is ""the"", beginning a noun phrase that continues a list of agencies.","Final token ""the"" begins a noun phrase, continuing a list of agencies","Final token ""Command"" ends a noun phrase, closing the list of agencies",True
142,3,The next unit named is almost certainly the Philippine Coast Guard or a Philippine Army unit.,almost certainly the Philippine Coast Guard or a Philippine Army unit closely linked to the Tubasan Naval Base and West Philippine Sea defense command,almost certainly a local fishing cooperative or a village choir with no link to any naval base or defense command,True
143,0,The text is an academic/institutional newsletter report on a completed scientific congress.,"Academic/institutional newsletter reporting on a completed scientific congress, establishing a formal summary structure covering location, attendees, schedules, and activities.","Teenager's text-message thread complaining about a cancelled school trip, establishing a chaotic back-and-forth with no structure whatsoever.",True
143,1,Each paragraph covers a distinct aspect of the congress and a concluding paragraph is expected.,"Multi-paragraph recap pattern: each paragraph covers a distinct aspect (overview, seminar schedule, fieldtrip); a concluding paragraph wrapping up is expected.",Single-paragraph rant pattern: every sentence repeats the same grievance (the cancelled trip); no conclusion of any kind is expected.,True
143,2,"The final phrase ""The Congress"" ends mid-sentence as the opening of another paragraph.","""The Congress"" ends mid-sentence as the opening of yet another paragraph","""The end."" closes the document as the final line of the last paragraph",True
143,3,"The next tokens will summarize a final aspect such as networking, outcomes or social events.","the next tokens will continue summarizing a final aspect, likely networking, outcomes, or local social events","the next tokens will launch into an unrelated advertisement, likely for hotels, car rentals, or insurance",True
144,0,The text is a scientific/biomedical product description following antibody or reagent catalog conventions.,"Scientific/biomedical product description genre, following standard antibody or reagent catalog conventions about CD117 biology","Romantic/literary short story genre, following loose diary or letter conventions about a summer holiday",True
144,1,"The prior sentences cover receptor identity, locations, and cellular activity.","prior sentences cover receptor identity, locations, and cellular activity","prior sentences cover pricing, shipping terms, and return policies",True
144,2,"The final token ""CD"" begins a repeated occurrence of ""CD117"".","The final token ""CD"" begins a repetitive occurrence of ""CD117,""","The final token ""Sold"" begins a first occurrence of ""Sold out,""",True
144,3,A standardized catalog descriptor of a monoclonal antibody or assay reagent is expected next.,"A standardized catalog descriptor describing a monoclonal antibody or assay reagent, perhaps its specificity, is expected next","A rambling personal anecdote describing a family vacation or pet, perhaps its weather, is expected next",True
145,0,The text has the structure of a medical/scientific abstract or review introduction.,Medical/scientific abstract or review introduction structure,Casual/personal travel diary entry structure,True
145,1,The background paragraph is complete and the text is transitioning to a study-specific summary.,"background paragraph complete, now transitioning to study-specific content summary","background paragraph just begun, still far from any study-specific content summary",True
145,2,"The preceding paragraph establishes fracture healing as involving complex mechanical, cellular, inflammatory, and molecular interactions.","The preceding paragraph establishes callus-mediated fracture healing as involving complex mechanical, cellular, inflammatory, and molecular interactions","The preceding paragraph dismisses callus-mediated fracture healing as involving a single simple, purely mechanical interaction",True
145,3,"The final token ""healing"" ends an opening clause that requires a direct object or prepositional phrase.","""This review examines fracture healing"" is an opening clause of a sentences/run-ons continuation, requiring direct object or prepositional phrase completing the topic scope","""This review examines fracture repair."" is a closing clause of a completed sentence, requiring no direct object or prepositional phrase completing the topic scope",True
146,0,The text is scientific biomedical prose about lymphatic vessel biology.,Scientific biomedical prose establishing lymphatic vessel biology,Whimsical children's verse establishing farmyard animal antics,True
146,1,The narrative moves from structure toward dynamic modeling and adaptive remodeling.,moving from structure toward dynamic modeling and adaptive remodeling,moving from dynamic modeling back toward static anatomy and fixed structure,True
146,2,The quoted sentence sets up a list of influencing factors including biological and mechanical stimuli.,sets up a list of influencing factors including biological and mechanical stimuli,closes a list of unrelated side effects including nausea and dizziness,True
146,3,"The final token ""the"" is an article beginning a noun phrase.","Final token ""the"" is an article beginning a noun phrase","Final token ""runs"" is a verb ending a main clause",True
147,0,The text has the tone of a local news/public health newsletter explaining vaccine boosters.,"Local news/public health newsletter tone, explaining Omicron vaccine boosters to residents with authoritative yet accessible language","Angry anonymous forum rant tone, mocking Omicron vaccine boosters to strangers with crude and hostile language",True
147,1,The text is building toward completing a list of vaccine benefits.,The text is building toward completing a list of vaccine benefits,The text is building toward completing a list of vaccine side effects,True
147,2,"The final fragment ending in ""They do"" sets up an immediate continuation.","They do"" sets up an immediate continuation","They stop."" ends the passage without any continuation",True
147,3,The truncated clause demands a verb phrase completing what boosters do.,the truncated clause demands a verb phrase completing what boosters actually do regarding some outcome,"the finished clause demands no further phrase, since boosters are never mentioned again",True
148,0,The text is an informational blog post: an educational guide about Pomeranian puppies.,Informational blog post structure: educational guide about Pomeranian puppies,Legal contract structure: binding agreement about commercial real estate,True
148,1,The content is completing a practical advice paragraph about dietary changes and care tips during teething.,Content momentum completing a practical advice paragraph: sentence about adjusting to dietary changes and providing care tips during teething development,Content momentum opening a historical anecdote paragraph: sentence about the breed's origins and royal owners during the eighteenth century,True
148,2,"The final word ""and"" is a mid-clause continuation.","Final word ""and you and"" is mid-clause continuation","Final word ""and you too."" is a clause-final ending",True
148,3,A noun referencing the reader's pet is required next.,"requires noun referencing your pet, almost certainly ""your Pomeranian puppy"" or ""your furry friend,"" closing the personal address","requires verb referencing your job, almost certainly ""commute"" or ""work overtime,"" opening an impersonal aside",True
149,0,The text is an Arabic-derived English informational article about pests in Egypt.,Arabic-derived English informational article about pests/rodents in Egypt,Native English romantic novel about sailors/pirates in Cornwall,True
149,1,"The register is educational-persuasive, promoting pest control services.",maintaining an educational-persuasive register promoting pest control services,maintaining a dry legal register prohibiting pest control services,True
149,2,The text is now in a closing paragraph building toward a call-to-action.,now a closing vizor paragraph building toward a call-to-action or treatment solutions,now an opening teaser paragraph drifting away from any call-to-action or treatment solutions,True
149,3,"The final token ""completely"" ends an incomplete sentence.","Final token ""completely"" ends an incomplete sentence","Final token ""Welcome"" opens a complete sentence",True
150,0,The text is a scientific journal abstract following IMRaD structure.,Scientific journal abstract following IMRaD structure,Amateur poetry chapbook following free-verse structure,True
150,1,The Results section is now concluding with abundance results after evenness findings.,now concluding with abundance results after evenness findings,now opening with methods details before any findings,True
150,2,The pattern repeats three parallel metrics for breeding neotropical landbirds.,The pattern established repeats three parallel metrics for breeding neotropical landbirds,The pattern established abandons all parallel metrics for hibernating arctic mammals,True
150,3,"The final token ""of"" ends ""The abundance of"", which opens a parallel sentence.","Final token ""The abundance of"" opens a parallel sentence","Final token ""The abundance declined."" closes an isolated sentence",True
151,0,The text is a scientific/regulatory definition format establishing unit equivalencies for vitamin E.,Scientific/regulatory definition format establishing unit equivalencies for vitamin E,Casual/recipe blog format sharing serving suggestions for lemon cake,True
151,1,The historical narrative requires completing the explanation of how biological equivalence is defined.,requires completing the explanation of how biological equivalence is defined,requires abandoning the explanation of how biological equivalence is defined,True
151,2,"The final token ""activity"" ends an incomplete clause.","Final token ""activity"" ends an incomplete clause","Final token ""Pharmacopeia"" ends a complete clause",True
151,3,Syntactic completion requires a that-clause or of-clause specifying the reference standard.,syntactic completion requires a that-clause or of-clause specifying the reference standard,"syntactic completion requires only a full stop, since the reference standard is already specified",True
152,0,The text is a scientific paper abstract in a formal academic register.,"Scientific paper abstract establishing gene characteristics and evolutionary biology findings, using formal academic register throughout","Tabloid horoscope column offering love predictions and lucky numbers, using breezy chatty register throughout",True
152,1,The data presented leads to explaining selective mechanisms.,"data presented (gene clustering, low expression, promiscuous sperm competition) leads to explaining selective mechanisms","data presented (gene clustering, low expression, promiscuous sperm competition) leads nowhere, with no mechanism ever explained",True
152,2,"The final token ""rapid"" ends an incomplete phrase requiring a noun like ""evolution"".","Final token ""rapid"" ends an incomplete superlative phrase","Final token ""evolution"" ends a complete noun phrase",True
152,3,The next clause concerns protein evolution and molecular arms races.,a clause about protein evolution and molecular arms races,a clause about laboratory funding and ethics approvals,True
153,0,The text is a health/nutrition article with structured facts about a fruit.,"Health/nutrition article format: structured facts about jafra (Indian green plum), covering benefits, vitamins, and consumption advice in accessible prose","Crime/thriller novel format: tense scenes about a detective (Scotland Yard veteran), covering suspects, alibis, and a chase in breathless prose",True
153,1,The text is enumerating reasons why the fruit suits diabetics.,the text is enumerating reasons why jambolan suits diabetics,the text is enumerating reasons why jambolan harms diabetics,True
153,2,"The final token ""a"" begins a noun phrase mid-clause.","Final token ""have a"" begins a noun phrase mid-clause","Final token ""have none."" ends a verb phrase at clause end",True
153,3,The continuation is almost certainly a diabetes-relevant metric such as a low glycemic index.,"requiring immediate completion with a diabetes-relevant metric, almost certainly ""low Glycemic Index (GI)"" or similar numerical/medical descriptor","requiring immediate completion with a colour adjective, almost certainly ""deep purple skin"" or similar visual/aesthetic descriptor",True
154,0,"The text is a personal narrative about a rescued or dead bird, with a compassionate reflective tone.","Personal narrative recount of a rescued/dead bird incident, establishing compassionate reflection tone","Corporate press release about a quarterly earnings result, establishing brisk promotional tone",True
154,1,The narrative is moving toward discussion of window-related collision prevention.,strongly signaling the narrative is moving toward window-related collision prevention or mitigation discussion,strongly signaling the narrative is moving toward a recipe for the evening's dinner,True
154,2,"The final fragment ends in ""the"" and abruptly shifts to the home owner describing repeated window strikes.","Final fragment ""I've also hit it into the"" abruptly shifts to the home owner describing window strikes happening repeatedly","Final fragment ""I've also hit it into orbit."" smoothly continues the narrator describing a single lucky throw",True
154,3,"The next token is almost certainly ""window"" or ""windows"".","next token almost certainly is ""window"" or ""windows,""","next token almost certainly is ""tree"" or ""trees,""",True
155,0,The text is a journalistic news report about an environmental incident with uncertain causation.,Journalistic/news report register establishing environmental incident narrative with uncertainty about causation,Fairy-tale/bedtime story register establishing enchanted forest narrative with certainty about the villain,True
155,1,The text signals a diagnostic investigation in progress.,The text signals a diagnostic investigation in progress,The text signals a closed case with no investigation,True
155,2,"The final phrase ends in ""find"" mid-sentence and requires a direct object.","Final phrase ""Scientists are now examining the dead birds, trying to find"" is mid-sentence requiring direct object","Final phrase ""Scientists are now examining the dead birds, trying to rest."" is sentence-final requiring no object",True
